Country,City,AccentCity,Region,Population,Latitude,Longitude
cn,laohekou,Laohekou,12,253112,32.385833,111.667778
cl,talcahuano,Talcahuano,6,252969,-36.716667,-73.116667
gb,wolverhampton,Wolverhampton,Q3,252792,52.583333,-2.133333
et,dire dawa,Dire Dawa,48,252347,9.593056,41.866111
co,floridablanca,Floridablanca,26,252271,7.062222,-73.08644
cn,suihua,Suihua,8,252245,46.640556,126.996944
br,barueri,Barueri,27,251999,-23.516667,-46.883333
br,taubate,Taubaté,27,251647,-23.033333,-45.55
cn,nanyang,Nanyang,9,251532,32.994722,112.532778
de,aachen,Aachen,7,251104,50.770833,6.105278
br,governador valadares,Governador Valadares,15,250882,-18.85,-41.933333
cu,santa clara,Santa Clara,16,250518,22.1666667,-79.7666667
br,praia grande,Praia Grande,27,250032,-24,-46.4
cl,san bernardo,San Bernardo,12,249856,-33.6,-70.716667
br,varzea grande,Várzea Grande,14,249766,-15.65,-56.133333
br,volta redonda,Volta Redonda,21,249584,-22.533333,-44.116667
br,santa maria,Santa Maria,23,249224,-29.683333,-53.8
cn,ganzhou,Ganzhou,3,249071,25.85,114.933333
es,granada,Granada,51,248942,37.178354,-3.599201
ar,formosa,Formosa,9,248756,-26.177534,-58.178139
co,palmira,Palmira,29,247991,3.539444,-76.303611
ca,oshawa,Oshawa,8,247989,43.9,-78.866667
gb,plymouth,Plymouth,K4,247298,50.396389,-4.138611
gb,nottingham,Nottingham,J8,246655,52.966667,-1.166667
de,chemnitz,Chemnitz,13,246654,50.833333,12.916667
cn,rizhao,Rizhao,25,246387,35.390278,119.545833
gb,southampton,Southampton,M4,246201,50.9,-1.4
de,brunswick,Brunswick,6,245259,52.266667,10.533333
cn,hebi,Hebi,9,244662,35.899167,114.1925
gb,reading,Reading,K7,244071,51.433333,-1
br,santa luzia,Santa Luzia,15,243506,-19.783333,-43.866667
cn,yibin,Yibin,32,242111,28.699702,104.549173
eg,aswan,Aswan,16,241282,24.0875,32.8988889
co,buenaventura,Buenaventura,29,240391,3.880099,-77.031164
de,krefeld,Krefeld,7,239908,51.333333,6.566667
cn,xiantao,Xiantao,12,239406,30.383333,113.4
fr,montpellier,Montpellier,A9,238887,43.61092,3.87723
br,gravatai,Gravataí,23,238782,-29.9426,-50.9933
cl,temuco,Temuco,4,238131,-38.733333,-72.6
es,a coruna,A Coruña,58,236010,43.366609,-8.406812
cn,yuci,Yuci,24,235929,37.680278,112.731944
eg,qena,Qena,23,235390,26.17,32.7272222
br,caruaru,Caruaru,30,235375,-8.283333,-35.966667
de,kiel,Kiel,10,235264,54.333333,10.133333
br,boa vista,Boa Vista,25,235159,2.816667,-60.666667
gb,derby,Derby,D2,235029,52.933333,-1.5
cn,linfen,Linfen,24,232566,36.088889,111.518889
de,halle,Halle,14,232452,51.5,12
be,gent,Gent,8,231493,51.05,3.716667
cm,ngaoundere,Ngaoundéré,10,231376,7.3166667,13.5833333
br,sao jose dos pinhais,São José dos Pinhais,18,229988,-25.516667,-49.216667
fi,espoo,Espoo,13,229528,60.216667,24.666667
br,ipatinga,Ipatinga,15,228750,-19.5,-42.533333
br,sumare,Sumaré,27,227982,-22.8,-47.283333
bs,nassau,Nassau,23,227936,25.0833333,-77.35
cl,iquique,Iquique,15,227501,-20.22083,-70.14306
cn,liaocheng,Liaocheng,25,226930,36.443889,115.964722
dk,arhus,Århus,18,226716,56.153423,10.22553
cn,ranghulu,Ranghulu,8,226298,46.65,124.866667
ao,huambo,Huambo,8,226177,-12.776111,15.739167
cd,bukavu,Bukavu,12,225431,-2.508333,28.860833
br,juazeiro do norte,Juazeiro do Norte,6,225234,-7.2,-39.333333
cn,tianmen,Tianmen,12,224871,30.65,113.1
bo,sucre,Sucre,1,224846,-19.0430556,-65.2591667
es,vitoria,Vitoria,59,224774,42.85,-2.666667
de,magdeburg,Magdeburg,14,224428,52.166667,11.666667
bd,narayanganj,Narayanganj,81,223773,23.6233333,90.5011111
cn,tongchuan,Tongchuan,26,223603,34.898799,108.950562
cn,xintai,Xintai,25,222459,35.900556,117.751944
es,badalona,Badalona,56,222413,41.447145,2.244789
at,graz,Graz,6,222326,47.066667,15.45
br,embu,Embu,27,221737,-23.65,-46.85
ba,banja luka,Banja Luka,2,221100,44.7758333,17.1855556
de,oberhausen,Oberhausen,7,220916,51.466667,6.85
cn,wuxue,Wuxue,12,220661,29.850578,115.552504
fr,bordeaux,Bordeaux,97,219311,44.840439,-0.5805
gm,serekunda,Serekunda,5,218790,13.4425,-16.6813889
cn,haibowan,Haibowan,20,218427,39.664722,106.812222
cm,bertoua,Bertoua,4,218217,4.5833333,13.6833333
br,imperatriz,Imperatriz,13,218110,-5.533333,-47.483333
do,san pedro de macoris,San Pedro de Macorís,24,217901,18.45,-69.3
ci,daloa,Daloa,80,217876,6.877355,-6.450221
br,colombo,Colombo,18,217002,-25.283333,-49.233333
br,mage,Magé,21,216342,-22.655556,-43.015278
cl,concepcion,Concepcion,6,215414,-36.833333,-73.05
br,taboao da serra,Taboão da Serra,27,214527,-23.6,-46.766667
et,nazret,Nazret,51,214034,8.55,39.266667
de,freiburg,Freiburg,1,213920,48,7.85
ar,catamarca,Catamarca,2,213601,-28.469574,-65.785239
cn,guangyuan,Guangyuan,32,213365,32.442015,105.822996
fr,rennes,Rennes,A2,213334,48.111981,-1.674291
de,lubeck,Lübeck,10,213171,53.866667,10.7
br,jacarei,Jacareí,27,213114,-23.316667,-45.966667
cl,rancagua,Rancagua,8,212696,-34.17083,-70.74444
es,mostoles,Móstoles,29,212504,40.320923,-3.862849
br,marilia,Marília,27,212222,-22.216667,-49.933333
cn,hailar,Hailar,20,211066,49.2,119.7
cn,daliang,Daliang,30,210411,22.850416,113.247006
cn,shuangyashan,Shuangyashan,8,209521,46.636111,131.153889
br,presidente prudente,Presidente Prudente,27,209507,-22.116667,-51.366667
cn,sanming,Sanming,7,209444,26.248611,117.618611
eg,sohag,Sohag,22,209440,26.55,31.7
br,sao leopoldo,São Leopoldo,23,209233,-29.766667,-51.15
bo,oruro,Oruro,5,208687,-17.9833333,-67.15
do,la romana,La Romana,12,208439,18.4166667,-68.9666667
bw,gaborone,Gaborone,9,208411,-24.6463889,25.9119444
cn,hangu,Hangu,28,208369,39.248889,117.789167
ao,lobito,Lobito,1,207957,-12.319722,13.599722
bd,dinajpur,Dinajpur,83,206251,25.6333333,88.6333333
br,itabuna,Itabuna,5,205666,-14.8,-39.266667
cn,suzhou,Suzhou,1,205130,33.636111,116.978889
br,sao carlos,São Carlos,27,205039,-22.016667,-47.9
au,hobart,Hobart,6,204863,-42.883209,147.331665
cn,nanchong,Nanchong,32,204368,30.775757,106.102938
cu,las tunas,Las Tunas,13,203690,20.9616667,-76.9511111
br,hortolandia,Hortolândia,27,203537,-22.85,-47.25
cm,edea,Edéa,5,203170,3.8,10.1333333
br,sao jose,São José,26,203142,-27.633333,-48.65
bj,djougou,Djougou,13,202834,9.705,1.6669444
fi,tampere,Tampere,15,202688,61.5,23.75
cn,yiyang,Yiyang,11,202608,28.589167,112.328333
cn,linxia,Linxia,15,202402,35.600278,103.206389
es,fuenlabrada,Fuenlabrada,29,202088,40.284189,-3.794147
br,mossoro,Mossoró,22,202010,-5.191389,-37.344722
es,cartagena,Cartagena,31,201977,37.605121,-0.986232
cn,yuncheng,Yuncheng,24,201950,35.023056,110.992778
br,itapevi,Itapevi,27,201752,-23.55,-46.933333
br,sete lagoas,Sete Lagoas,15,201337,-19.45,-44.233333
ci,yamoussoukro,Yamoussoukro,81,200659,6.820548,-5.276741
ec,santo domingo,Santo Domingo,18,200421,-0.25,-79.15
af,jalalabad,Jalalabad,18,200389,34.426468,70.45153
be,charleroi,Charleroi,3,200132,50.416667,4.433333
de,hagen,Hagen,7,199497,51.35,7.466667
gb,dudley,Dudley,D7,199060,52.5,-2.083333
ca,saskatoon,Saskatoon,11,198957,52.133333,-106.666667
cn,changji,Changji,13,198776,44.016667,87.316667
es,sabadell,Sabadell,56,198589,41.54329,2.109423
cn,kaiyuan,Kaiyuan,29,198423,23.697668,103.303723
es,oviedo,Oviedo,34,198250,43.363223,-5.853128
ec,machala,Machala,8,198123,-3.2666667,-79.9666667
cn,mentougou,Mentougou,22,197772,39.939167,116.091667
cl,talca,Talca,11,197480,-35.433333,-71.666667
gb,northampton,Northampton,J1,197323,52.25,-0.883333
de,rostock,Rostock,12,196833,54.083333,12.133333
de,erfurt,Erfurt,15,196719,50.983333,11.033333
br,palmas,Palmas,31,196332,-10.222778,-48.277778
br,americana,Americana,27,196026,-22.740278,-47.334444
ci,san-pedro,San-Pédro,76,195873,4.748508,-6.636301
es,alcala de henares,Alcalá de Henares,29,195152,40.482048,-3.359957
br,petrolina,Petrolina,30,194653,-9.4,-40.5
gb,portsmouth,Portsmouth,K6,194151,50.7967,-1.083333
es,santa cruz de tenerife,Santa Cruz de Tenerife,53,193852,28.460238,-16.280616
br,divinopolis,Divinópolis,15,193835,-20.15,-44.9
gb,luton,Luton,I1,193670,51.883333,-0.416667
cn,ezhou,Ezhou,12,193652,30.396072,114.886546
br,maracanau,Maracanaú,6,193532,-3.866667,-38.633333
de,kassel,Kassel,5,193117,51.316667,9.5
fr,reims,Reims,A4,192688,49.25,4.033333
cu,bayamo,Bayamo,9,192641,20.3791667,-76.6433333
gb,newcastle upon tyne,Newcastle upon Tyne,I7,192382,54.988056,-1.619444
es,leganes,Leganés,29,192000,40.326946,-3.760422
cn,humen,Humen,30,191891,22.818985,113.673064
cn,haicheng,Haicheng,19,191651,40.851582,122.747537
es,pamplona,Pamplona,32,191549,42.814075,-1.641153
co,barrancabermeja,Barrancabermeja,26,191406,7.065278,-73.854722
gb,preston,Preston,H2,190688,53.766667,-2.716667
cn,zouxian,Zouxian,25,190537,35.400556,116.965556
fr,lille,Lille,B4,189746,50.632971,3.058585
eg,beni suef,Beni Suef,18,189637,29.0638889,31.0888889
es,jerez,Jerez,51,189230,36.686454,-6.136063
cd,mwene-ditu,Mwene-Ditu,3,189215,-7,23.45
br,santarem,Santarém,16,189053,-2.433333,-54.7
cn,wanxian,Wanxian,33,188980,30.803889,108.389722
br,camacari,Camaçari,5,188763,-12.483333,-38.216667
fr,le havre,Le Havre,A7,188605,49.5,0.133333
cn,donghai,Donghai,30,188602,22.945935,115.642043
bg,burgas,Burgas,39,188554,42.5,27.4666667
cn,baiyin,Baiyin,15,188533,36.558333,104.208056
de,mainz,Mainz,8,187940,50,8.271111
cn,xiaolan,Xiaolan,30,187865,22.673811,113.231874
br,rio grande,Rio Grande,23,187842,-32.033333,-52.083333
es,terrassa,Terrassa,56,187770,41.561111,2.008056
cn,kuytun,Kuytun,13,187242,44.416667,85
br,cachoeiro de itapemirim,Cachoeiro de Itapemirim,8,187023,-20.85,-41.1
cu,pinar del rio,Pinar del Río,1,186997,22.4175,-83.6980556
cd,kikwit,Kikwit,1,186995,-5.038611,18.818056
cu,cienfuegos,Cienfuegos,8,186648,22.1461111,-80.4355556
de,hamm,Hamm,7,186289,51.683333,7.8
cl,arica,Arica,16,186000,-18.475,-70.30417
es,santander,Santander,39,185209,43.464722,-3.804444
br,araraquara,Araraquara,27,185191,-21.783333,-48.166667
ar,san luis,San Luis,19,184869,-33.295012,-66.335627
cn,zaoyang,Zaoyang,12,184509,32.127222,112.754167
ci,divo,Divo,88,184481,5.83739,-5.357229
cd,mbandaka,Mbandaka,2,184189,0.066667,18.266667
cn,quanzhou,Quanzhou,7,184143,24.913889,118.585833
cn,badaojiang,Badaojiang,5,183880,41.943056,126.428611
gb,aberdeen,Aberdeen,T5,183791,57.133333,-2.1
cn,zaozhuang,Zaozhuang,25,183665,34.864722,117.554167
ec,manta,Manta,14,183166,-0.95,-80.7333333
be,liege,Liège,4,182597,50.633333,5.566667
br,itaborai,Itaboraí,21,182500,-22.75,-42.866667
ca,barrie,Barrie,8,182070,44.383333,-79.7
de,saarbrucken,Saarbrücken,9,181779,49.233333,7
es,almeria,Almería,51,181497,36.833333,-2.45
ch,geneva,Geneva,7,181492,46.195602,6.148113
cn,anda,Anda,8,181271,46.4,125.316667
cn,shangqiu,Shangqiu,9,181218,34.383333,115.616667
at,linz,Linz,4,181163,48.3,14.3
br,rio claro,Rio Claro,27,180151,-22.4,-47.55
cd,matadi,Matadi,8,180115,-5.816667,13.45
br,indaiatuba,Indaiatuba,27,179914,-23.083333,-47.233333
cn,luan,Luan,1,179665,31.756944,116.491389
co,dos quebradas,Dos Quebradas,24,179586,4.839164,-75.667265
br,passo fundo,Passo Fundo,23,179532,-28.266667,-52.4
cn,korla,Korla,13,179465,41.759722,86.146944
cn,qianjiang,Qianjiang,12,179079,30.415128,112.88595
cn,chenzhou,Chenzhou,11,179038,25.8,113.033333
ar,la rioja,La Rioja,12,178497,-29.411048,-66.850668
gb,sunderland,Sunderland,N6,177965,54.911944,-1.383333
gb,norwich,Norwich,I9,177636,52.633333,1.3
cm,loum,Loum,5,177448,4.7161111,9.7463889
ca,regina,Regina,11,176182,50.45,-104.616667
cn,yizheng,Yizheng,4,176006,32.269167,119.178889
fi,turku,Turku,15,175944,60.45,22.283333
cn,honghu,Honghu,12,175761,29.816667,113.466667
cn,jiutai,Jiutai,5,175115,44.1525,125.832778
gb,bournemouth,Bournemouth,B2,175017,50.716667,-1.883333
br,cotia,Cotia,27,174832,-23.616667,-46.933333
cn,karamay,Karamay,13,174828,45.600376,84.860142
cn,bozhou,Bozhou,1,174140,33.877222,115.770278
ar,rio cuarto,Rio Cuarto,5,174058,-33.130671,-64.349918
de,herne,Herne,7,173121,51.55,7.216667
gq,bata,Bata,8,173036,1.85,9.75
de,mulheim,Mülheim,7,172779,51.433333,6.883333
cn,licheng,Licheng,30,172775,23.295537,113.828357
cn,weinan,Weinan,26,172321,34.503546,109.508908
gb,walsall,Walsall,O8,172142,52.6,-2
ci,korhogo,Korhogo,87,172114,9.458031,-5.629608
br,francisco morato,Francisco Morato,27,171793,-23.279503,-46.746403
cn,jian,Jian,3,171718,27.05,114.9
cn,dongling,Dongling,19,171454,41.814444,123.575833
gb,swansea,Swansea,Z1,170885,51.633333,-3.966667
cd,uvira,Uvira,12,170422,-3.406667,29.145833
fr,saint-etienne,Saint-Étienne,B9,170416,45.435382,4.391051
ec,portoviejo,Portoviejo,14,170326,-1.05,-80.45
br,aracatuba,Araçatuba,27,170028,-21.2,-50.416667
cn,fuyang,Fuyang,1,170023,32.9,115.816667
cn,laiyang,Laiyang,25,169594,36.975833,120.713611
es,alcorcon,Alcorcón,29,169343,40.346467,-3.812453
et,bahir dar,Bahir Dar,46,168929,11.6,37.383333
es,burgos,Burgos,55,168319,42.350221,-3.675273
bd,jamalpur,Jamalpur,81,167914,24.9166667,89.9333333
br,ferraz de vasconcelos,Ferraz de Vasconcelos,27,167904,-23.533333,-46.366667
es,getafe,Getafe,29,167550,40.308423,-3.70596
bd,sirajganj,Sirajganj,81,167501,24.45,89.7166667
eg,benha,Benha,12,167070,30.4608333,31.1875
br,arapiraca,Arapiraca,2,166566,-9.75,-36.65
cn,fuling,Fuling,33,166507,29.702222,107.391944
cn,gaozhou,Gaozhou,30,166069,21.939243,110.846074
cn,wulanhaote,Wulanhaote,20,165846,46.083333,122.083333
cz,plzen,Plzen,87,165531,49.75,13.366667
co,tulua,Tuluá,29,165504,4.084656,-76.19536
de,osnabruck,Osnabrück,6,165372,52.266667,8.05
de,solingen,Solingen,7,165192,51.183333,7.083333
cn,jiaozhou,Jiaozhou,25,165026,36.283889,120.003333
cn,hengshan,Hengshan,8,164844,45.2,130.916667
br,lages,Lages,26,164679,-27.8,-50.316667
ch,basel,Basel,4,164474,47.558395,7.573271
ba,zenica,Zenica,1,164422,44.2013889,17.9063889
br,barra mansa,Barra Mansa,21,164054,-22.533333,-44.183333
br,nossa senhora do socorro,Nossa Senhora do Socorro,28,163996,-10.866667,-37.116667
bj,parakou,Parakou,10,163759,9.35,2.6166667
gb,southend-on-sea,Southend-on-Sea,M5,163378,51.533333,0.7
cn,tongzhou,Tongzhou,22,163326,39.905278,116.599444
co,envigado,Envigado,2,163010,6.170643,-75.585307
cn,anbu,Anbu,30,162964,23.448953,116.680916
de,ludwigshafen,Ludwigshafen,8,162514,49.481111,8.435278
gb,swindon,Swindon,N9,162439,51.516667,-1.783333
br,dourados,Dourados,11,162206,-22.216667,-54.8
br,criciuma,Criciúma,26,161957,-28.666667,-49.383333
af,qunduz,Qunduz,24,161943,36.728955,68.857001
cl,coquimbo,Coquimbo,7,161319,-29.953333,-71.343611
de,oldenburg,Oldenburg,6,160347,53.166667,8.2
br,chapeco,Chapecó,26,160160,-27.083333,-52.983333
cl,puerto montt,Puerto Montt,14,160055,-41.469848,-72.944745
cn,zhicheng,Zhicheng,12,159383,30.295556,111.504722
bo,tarija,Tarija,9,159275,-21.5166667,-64.75
de,leverkusen,Leverkusen,7,159088,51.016667,6.983333
fr,angers,Angers,B5,158585,47.473806,-0.54774
br,sabara,Sabará,15,158359,-19.9,-43.8
cn,huzhou,Huzhou,2,158320,30.870301,120.093297
br,barreiras,Barreiras,5,158296,-12.133333,-45
ci,anyama,Anyama,82,158250,5.494622,-4.051831
br,sobral,Sobral,6,157998,-3.7,-40.35
eg,talkha,Talkha,1,157756,31.0530556,31.3738889
bg,ruse,Ruse,53,157519,43.8563889,25.9708333
cn,nanpiao,Nanpiao,19,157044,41.098218,120.747923
gq,malabo,Malabo,4,156039,3.75,8.7833333
cn,yichun,Yichun,8,155762,47.7,128.9
br,itajai,Itajaí,26,155719,-26.883333,-48.65
ar,concordia,Concordia,8,155686,-31.392959,-58.02089
br,ilheus,Ilhéus,5,155503,-14.816667,-39.033333
es,salamanca,Salamanca,55,155175,40.9681,-5.66202
es,albacete,Albacete,54,155083,38.995845,-1.857773
cn,beipiao,Beipiao,19,154999,41.791944,120.779167
fr,grenoble,Grenoble,B9,154853,45.171546,5.722387
cn,guangshui,Guangshui,12,154771,31.616111,113.815556
cd,butembo,Butembo,11,154649,0.15,29.283333
gb,oxford,Oxford,K2,154567,51.75,-1.25
cl,la serena,La Serena,7,154523,-29.907778,-71.254167
cn,leshan,Leshan,32,154477,29.562275,103.76386
fr,toulon,Toulon,B8,154465,43.117705,5.941712
cd,gandajika,Gandajika,4,154414,-6.75,23.95
cn,zhaodong,Zhaodong,8,154406,46.083333,125.983333
ec,ambato,Ambato,19,154369,-1.25,-78.6166667
au,cairns,Cairns,4,154318,-16.92304,145.766251
do,san cristobal,San Cristóbal,33,154045,18.4166667,-70.1
cy,lemesos,Lemesos,5,154018,34.675,33.0333333
cn,xinzhou,Xinzhou,24,154003,38.409167,112.733333
et,gondar,Gondar,46,153942,12.6,37.466667
fr,dijon,Dijon,A1,153692,47.316667,5.016667
br,angra dos reis,Angra dos Reis,21,153637,-23,-44.3
cn,boshan,Boshan,25,153596,36.483333,117.833333
cn,chuncheng,Chuncheng,30,153547,22.166667,111.783333
br,nova friburgo,Nova Friburgo,21,153363,-22.266667,-42.533333
de,neuss,Neuss,7,152975,51.2,6.683333
cn,linhai,Linhai,2,152937,28.85,121.116667
cn,dingzhou,Dingzhou,10,152934,38.513056,114.995556
br,rondonopolis,Rondonópolis,14,152921,-16.466667,-54.633333
cn,weihai,Weihai,25,152595,37.501667,122.113611
cn,chenghai,Chenghai,30,152453,23.461319,116.770071
cn,deyang,Deyang,32,152194,31.130192,104.381981
cn,yichun,Yichun,3,152169,27.833333,114.4
cn,longfeng,Longfeng,8,152074,46.55,125.116667
cn,kaili,Kaili,18,151956,26.5,107.583333
ca,abbotsford,Abbotsford,2,151685,49.05,-122.3
br,itapecerica da serra,Itapecerica da Serra,27,151608,-23.716667,-46.833333
gb,dundee,Dundee,U3,151593,56.5,-2.966667
cn,qingyuan,Qingyuan,30,151287,23.7,113.033333
ao,benguela,Benguela,1,151235,-12.578333,13.407222
br,guarapuava,Guarapuava,18,150851,-25.383333,-51.45
cn,gaomi,Gaomi,25,150793,36.383333,119.752778
cn,loudi,Loudi,11,150684,27.734444,111.994444
dz,warqla,Warqla,50,150611,31.9575,5.3277778
fr,brest,Brest,A2,150554,48.390756,-4.486165
cn,huangyan,Huangyan,2,150448,28.647778,121.259444
au,geelong,Geelong,7,150438,-38.153461,144.358093
cl,chillan,Chillan,6,150396,-36.6,-72.116667
br,parnamirim,Parnamirim,22,150347,-5.916667,-35.25
gb,poole,Poole,K5,150092,50.716667,-2
gb,huddersfield,Huddersfield,G8,149018,53.65,-1.783333
br,camaragibe,Camaragibe,30,148966,-8.016667,-34.966667
cn,dunhua,Dunhua,5,148844,43.3725,128.2425
cn,yulin,Yulin,16,148485,22.633333,110.15
am,gyumri,Gyumri,7,148383,40.7894444,43.8475
cn,chizhou,Chizhou,1,148375,30.657778,117.483056
cn,sujiatun,Sujiatun,19,148113,41.659167,123.339167
cn,honggang,Honggang,8,147977,46.466667,124.866667
dz,medea,Médéa,6,147710,36.2675,2.75
fr,le mans,Le Mans,B5,147413,48.000386,0.204709
br,nilopolis,Nilópolis,21,147283,-22.808487,-43.419792
bh,manama,Manama,2,147097,26.2361111,50.5830556
cd,kalemie,Kalemie,5,147065,-5.933333,29.2
cu,matanzas,Matanzas,3,146738,23.0411111,-81.5775
br,pocos de caldas,Poços de Caldas,15,146590,-21.8,-46.566667
cn,qujing,Qujing,29,146015,25.483333,103.783333
cn,hanzhong,Hanzhong,26,145986,33.072778,107.030278
dk,odense,Odense,21,145931,55.393475,10.394935
es,huelva,Huelva,51,145901,37.271447,-6.949464
br,maraba,Marabá,16,145865,-5.35,-49.116667
cn,beian,Beian,8,145670,48.266667,126.6
cn,taicheng,Taicheng,30,145440,22.251347,112.779904
at,salzburg,Salzburg,5,145310,47.8,13.033333
de,potsdam,Potsdam,11,145291,52.4,13.066667
de,heidelberg,Heidelberg,1,144703,49.416667,8.7
cn,acheng,Acheng,8,144665,45.545452,126.977031
cm,kumba,Kumba,9,144428,4.6438889,9.4386111
cn,jinchang,Jinchang,15,144363,38.495278,102.173889
gb,york,York,Q5,144202,53.954115,-1.064262
cd,goma,Goma,11,144151,-1.679167,29.222778
ci,abengourou,Abengourou,85,144074,6.729722,-3.496389
gh,teshie,Teshie,8,144012,5.5833333,-0.1
gb,ipswich,Ipswich,N5,143768,52.083333,1.166667
br,luziania,Luziânia,29,143601,-16.25,-47.933333
gb,blackpool,Blackpool,A9,143101,53.816667,-3.05
de,paderborn,Paderborn,7,143096,51.716667,8.766667
cl,calama,Calama,3,143085,-22.466667,-68.933333
af,gazni,Gazni,8,143049,33.550833,68.4225
gh,cape coast,Cape Coast,4,143044,5.1,-1.25
br,macae,Macaé,21,143031,-22.383333,-41.783333
gb,middlesbrough,Middlesbrough,K9,142708,54.572778,-1.162778
ar,comodoro rivadavia,Comodoro Rivadavia,7,142597,-45.864135,-67.496558
ba,tuzla,Tuzla,1,142484,44.5427778,18.6694444
bd,nawabganj,Nawabganj,83,142373,24.6,88.2833333
cn,jinhua,Jinhua,2,142206,29.107778,119.654722
fr,aix-en-provence,Aix-en-Provence,B8,142133,43.528695,5.448791
es,logrono,Logroño,27,142103,42.466667,-2.45
cu,ciego de avila,Ciego de Ávila,7,142032,21.84,-78.7619444
cn,jieshou,Jieshou,1,141993,33.25,115.35
br,ibirite,Ibirité,15,141376,-20.033333,-44.066667
gb,bolton,Bolton,B1,141331,53.583333,-2.433333
bo,potosi,Potosí,7,141254,-19.5836111,-65.7530556
br,paranagua,Paranaguá,18,141014,-25.516667,-48.5
cn,gongzhuling,Gongzhuling,5,140909,43.507222,124.812222
cn,sanbu,Sanbu,30,140454,22.36078,112.688088
ci,man,Man,78,140217,7.412513,-7.55383
gb,peterborough,Peterborough,K3,140142,52.583333,-0.25
cn,yushan,Yushan,4,140039,31.377623,120.954305
de,darmstadt,Darmstadt,5,139757,49.870556,8.649444
cn,altay,Altay,13,139341,47.866667,88.116667
gb,stockport,Stockport,N2,139053,53.4,-2.15
cn,huadian,Huadian,5,139047,42.963333,126.747778
gb,brighton,Brighton,B6,139001,50.833333,-0.15
au,townsville,Townsville,4,138959,-19.26639,146.805695
